time,open,high,low,close,volume,ticker
2013-08-05,17691,17972,17691,17972,264270,VIC
2013-08-06,17831,18112,17691,18112,397020,VIC
2013-08-07,18112,18674,17972,18533,506530,VIC
2013-08-08,18533,18674,18393,18533,280580,VIC
2013-08-09,18533,18674,18253,18533,268440,VIC
2013-08-12,18533,18533,18112,18112,185980,VIC
2013-08-13,18253,18393,18112,18253,225200,VIC
2013-08-14,18253,18393,17972,18393,190870,VIC
2013-08-15,18533,18814,18533,18533,844420,VIC
2013-08-16,18533,18674,18393,18674,305030,VIC
2013-08-19,18674,18955,18533,18533,433700,VIC
2013-08-20,18533,18674,18112,18253,442460,VIC
2013-08-21,18253,18533,17972,18393,330550,VIC
2013-08-22,18253,18955,18253,18674,629460,VIC
2013-08-23,18674,18814,18112,18533,284080,VIC
2013-08-26,18533,18533,18112,18253,284690,VIC
2013-08-27,18112,18253,17972,17972,145150,VIC
2013-08-28,17831,17831,16989,17831,774770,VIC
2013-08-29,17691,17831,17270,17270,463010,VIC
2013-08-30,17270,17551,17270,17551,157030,VIC
2013-09-03,17410,17551,17270,17410,166220,VIC
2013-09-04,17270,17551,17129,17410,363360,VIC
2013-09-05,17270,17551,17129,17410,280670,VIC
2013-09-06,17410,17972,17270,17831,1846240,VIC
2013-09-09,17691,17831,17410,17410,309190,VIC
2013-09-10,17410,17831,17410,17691,129590,VIC
2013-09-11,17691,17831,17551,17831,223790,VIC
2013-09-12,17691,17831,17551,17691,148430,VIC
2013-09-13,17551,17972,17551,17691,195260,VIC
2013-09-16,17831,17831,17551,17551,266060,VIC
2013-09-17,17691,17691,17551,17551,116100,VIC
2013-09-18,17551,17691,17410,17551,153790,VIC
2013-09-19,17691,17691,17551,17551,170480,VIC
2013-09-20,17551,17551,17270,17270,883320,VIC
2013-09-23,17551,17551,17270,17410,69140,VIC
2013-09-24,17270,17551,17270,17551,176720,VIC
2013-09-25,17551,17691,17410,17410,325130,VIC
2013-09-26,17410,17691,17410,17551,141530,VIC
2013-09-27,17551,17691,17410,17551,137190,VIC
2013-09-30,17551,17691,17410,17551,369040,VIC
2013-10-01,17551,17691,17410,17410,432890,VIC
2013-10-02,17551,17691,17410,17551,276360,VIC
2013-10-03,17551,17691,17410,17551,212530,VIC
2013-10-04,17691,17691,17551,17691,382690,VIC
2013-10-07,17691,17972,17551,17972,472720,VIC
2013-10-08,17972,18253,17972,17972,1562330,VIC
2013-10-09,18112,18112,17831,17972,87560,VIC
2013-10-10,17972,17972,17691,17972,163200,VIC
2013-10-11,18112,18112,17831,17972,242240,VIC
2013-10-14,17972,17972,17691,17831,57260,VIC
2013-10-15,17691,17972,17691,17972,186260,VIC
2013-10-16,17972,18253,17972,18112,363210,VIC
2013-10-17,18112,18393,18112,18253,251590,VIC
2013-10-18,18253,18393,17972,18393,208190,VIC
2013-10-21,18393,18674,18253,18533,247830,VIC
2013-10-22,18533,18814,18533,18674,247120,VIC
2013-10-23,18814,18955,18674,18955,255940,VIC
2013-10-24,18955,18955,18533,18674,133480,VIC
2013-10-25,18674,18814,18533,18674,71350,VIC
2013-10-28,18674,18674,18393,18533,52520,VIC
2013-10-29,18393,18533,18253,18533,90160,VIC
2013-10-30,18674,18814,18533,18814,182310,VIC
2013-10-31,18814,18955,18814,18955,132420,VIC
2013-11-01,18955,18955,18674,18814,81420,VIC
2013-11-04,18814,18955,18533,18814,88640,VIC
2013-11-05,18674,18955,18393,18674,90080,VIC
2013-11-06,18533,18814,18533,18674,217440,VIC
2013-11-07,18674,18814,18393,18674,198630,VIC
2013-11-08,18533,18674,18533,18533,122590,VIC
2013-11-11,18674,18674,18253,18533,74310,VIC
2013-11-12,18533,18674,18253,18533,212900,VIC
2013-11-13,18393,18674,18393,18533,257600,VIC
2013-11-14,18253,18674,18253,18674,469050,VIC
2013-11-15,18674,18814,18533,18674,482580,VIC
2013-11-18,18814,19095,18674,18814,470600,VIC
2013-11-19,18814,19095,18674,19095,355360,VIC
2013-11-20,18955,19095,18814,19095,186590,VIC
2013-11-21,19095,19376,18955,19095,229600,VIC
2013-11-22,19095,19235,18955,19095,251730,VIC
2013-11-25,19095,19376,19095,19235,229550,VIC
2013-11-26,19235,19235,18814,19235,731520,VIC
2013-11-27,19235,19235,18814,18814,522130,VIC
2013-11-28,18955,19095,18814,19095,275520,VIC
2013-11-29,19095,19376,19095,19376,358020,VIC
2013-12-02,19235,19657,19235,19657,176520,VIC
2013-12-03,19657,19937,19657,19937,282280,VIC
2013-12-04,19797,20078,19797,19937,69710,VIC
2013-12-05,19937,20078,19657,19937,238180,VIC
2013-12-06,19797,19937,19797,19937,81510,VIC
2013-12-09,20078,20078,19797,19937,105100,VIC
2013-12-10,19937,20218,19797,20078,311260,VIC
2013-12-11,20078,20078,19797,20078,69190,VIC
2013-12-12,19937,20078,19937,20078,44460,VIC
2013-12-13,19937,20218,19937,19937,95740,VIC
2013-12-16,19657,19937,18955,18955,300030,VIC
2013-12-17,19095,19657,18955,19657,158210,VIC
2013-12-18,19657,19937,19235,19937,54910,VIC
2013-12-19,19516,19797,19376,19657,210000,VIC
2013-12-20,19657,19657,18533,18533,610150,VIC
2013-12-23,19095,19657,18955,19657,78040,VIC
2013-12-24,19376,19657,19235,19516,130170,VIC
2013-12-25,19516,19516,19095,19376,164890,VIC
2013-12-26,19376,19797,19235,19657,465220,VIC
2013-12-27,19657,19797,19376,19657,149540,VIC
2013-12-30,19657,19657,19235,19376,244580,VIC
2013-12-31,19657,19797,19095,19657,96990,VIC
2014-01-02,19657,19797,19516,19657,74950,VIC
